%Area %Perimeter %Compactness %Length %Width %Asymm %lengthOfGroove %Class
5.20447372355425E-02 6.11347492901261E-02 6.77934406821569E-02 6.22125316726095E-02 5.83763905551452E-02 8.56733917387665E-02 6.13151318914581E-02 3
5.68341302326783E-02 6.33063311181924E-02 6.89497306751003E-02 6.39970168640046E-02 6.34672325422966E-02 8.61918911844318E-02 6.54070432840072E-02 3
5.56025720334148E-02 6.30702896151417E-02 0.067943916777129 6.40459068692483E-02 6.11952865315017E-02 8.39450602532154E-02 6.55468290769204E-02 3
5.31394556348878E-02 6.17012488974477E-02 6.79122375992402E-02 6.24325366962062E-02 5.99541308404194E-02 9.00287870823552E-02 6.52545496917383E-02 3
0.058795500698172 6.50058299401572E-02 6.76429645871849E-02 6.71626447035343E-02 6.36565613765295E-02 0.106897302381334 6.75546613751277E-02 3
5.27289362351333E-02 0.062834248112091 6.49264750832153E-02 6.55492745304921E-02 5.64410291385421E-02 7.02048249430844E-02 6.58518162614582E-02 3
0.053869267901118 6.34951643206329E-02 6.49264750832153E-02 6.61603995960384E-02 5.71352348640628E-02 8.46536761622913E-02 6.80121421519345E-02 3
0.049764073903573 6.04266247809741E-02 6.63045193213806E-02 6.21880866699877E-02 5.62727368414462E-02 7.22269727811792E-02 6.29798536070604E-02 3
5.12236984360335E-02 6.05210413821943E-02 6.80627136942122E-02 6.22003091712986E-02 5.93440712634467E-02 0.130039660972862 6.29925614064161E-02 3
4.83044493711126E-02 5.85855010571788E-02 6.84903825957118E-02 5.98780339222228E-02 0.058628829000789 8.59844914061657E-02 6.09211901114301E-02 3
4.98553004368518E-02 6.04266247809741E-02 6.64470756218804E-02 6.16747416149288E-02 5.71562714011998E-02 9.32953335900467E-02 6.41108477497215E-02 3
0.051406151502591 6.07098745846349E-02 6.78172000655736E-02 6.22247541739205E-02 5.89864501321178E-02 6.88740096992101E-02 6.35517045780688E-02 3
5.41429475009543E-02 6.14652073943971E-02 6.96545923831274E-02 6.27258767276684E-02 6.21208941655292E-02 6.21680835352719E-02 6.52164262936711E-02 3
4.93535545038185E-02 6.05682496828045E-02 6.53858231626037E-02 6.33125567905928E-02 5.53260926702817E-02 8.38759269937934E-02 6.46699909213742E-02 3
5.52376659002997E-02 6.26454149096504E-02 6.84191044454619E-02 6.39970168640046E-02 0.062583697982543 7.14146569829702E-02 0.063691490370982 3
5.83849812984175E-02 6.35895809218532E-02 7.01693790238213E-02 6.30681067643743E-02 6.57602150902284E-02 8.42215932909036E-02 6.24461260341192E-02 3
5.83393680317781E-02 0.063872830725514 6.95833142328774E-02 6.38503468482735E-02 6.42455844163652E-02 9.47644153527651E-02 6.30052692057719E-02 3
6.09849374968626E-02 6.50530382407674E-02 0.070082261284627 6.50237069741223E-02 6.58022881645024E-02 8.07130803752349E-02 6.46954065200857E-02 3
5.75639424989085E-02 6.45337469340559E-02 0.067167776918852 6.61237320921056E-02 6.12373596057757E-02 5.71386389123183E-02 6.64744984298896E-02 3
5.82025282318599E-02 0.063164706216362 7.09930376489316E-02 6.20047491503238E-02 6.63702746672011E-02 4.88772144113842E-02 6.13786708882368E-02 3
5.64692240995632E-02 6.34479560200228E-02 6.81815106112954E-02 6.37892343417189E-02 6.28782095024609E-02 9.45742988893545E-02 6.41108477497215E-02 3
5.77920088321054E-02 6.28814564127011E-02 7.10959949770704E-02 6.09169465336514E-02 6.59495439244613E-02 3.97516241676746E-02 6.02985079429987E-02 3
5.09956321028365E-02 0.060048958376093 6.87438160188227E-02 6.12225090664246E-02 5.91126693549398E-02 7.00147084796738E-02 6.13532552895254E-02 3
5.79288486320236E-02 6.33063311181924E-02 7.02802561464323E-02 6.33492242945256E-02 6.50239362904338E-02 0.146147710418198 6.35389967787131E-02 3
5.64236108329238E-02 6.35895809218532E-02 6.78488792434624E-02 0.063605896822055 6.22681499254882E-02 6.77333109187464E-02 6.35517045780688E-02 3
5.56025720334148E-02 6.23149568053795E-02 6.95595548494608E-02 0.062786989234223 0.062709917205365 6.27557162403593E-02 6.18869828624665E-02 3
5.12236984360335E-02 6.08042911858552E-02 6.74053707530184E-02 6.28236567381558E-02 5.87971212978849E-02 7.47503367500837E-02 6.35771201767803E-02 3
0.060209511963993 6.44865386334458E-02 7.03515342966822E-02 6.39970168640046E-02 6.79900880267493E-02 0.143710763023571 6.42506335426347E-02 3
5.40061077010362E-02 6.23621651059896E-02 6.74845686977406E-02 6.32514442840382E-02 5.96596193205015E-02 6.21853668501275E-02 6.40981399503657E-02 3
0.056104317966448 6.29758730139214E-02 6.87754951967115E-02 6.40825743731811E-02 0.062562661445406 9.74260458405137E-02 6.43395881381249E-02 3
